thickness_mm,length_m,width_m,number_of_sheets,total_weight_kg,casting_electricity_kwh,casting_carbon_kgco2e,casting_naturalgas_nm3,casting_wastewater_l,hotrolling_electricity_kwh,hotrolling_carbon_kgco2e,hotrolling_naturalgas_nm3,hotrolling_wastewater_l,coldrolling_electricity_kwh,coldrolling_carbon_kgco2e,coldrolling_naturalgas_nm3,coldrolling_wastewater_l,heattreatment_electricity_kwh,heattreatment_carbon_kgco2e,heattreatment_naturalgas_nm3,heattreatment_wastewater_l,finishing_electricity_kwh,finishing_carbon_kgco2e,finishing_naturalgas_nm3,finishing_wastewater_l,total_electricity_kwh,total_carbon_kgco2e,total_naturalgas_nm3,total_wastewater_l,manufacturing_cost_per_unit,quality_score,transport_cost,product_type,route_type,energy_source,grade,source_name,outer_radius_m,inner_radius_m,volume_m3,weight_kg,electricity_kwh,carbon_kgco2e,natural_gas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_usd,distance_km,price_per_kg_usd,electricity_price_usd_per_kwh,scrap_input_kg,scrap_quality_pct,crushing__electricity_kwh,crushing__carbon_kgco2e,crushing__naturalgas_nm3,crushing__wastewater_l,crushing__liquidfuel_l,crushing__fluorine_g,crushing__so2_g,furnace_melting__electricity_kwh,furnace_melting__carbon_kgco2e,furnace_melting__naturalgas_nm3,furnace_melting__wastewater_l,furnace_melting__liquidfuel_l,furnace_melting__fluorine_g,furnace_melting__so2_g,separation__electricity_kwh,separation__carbon_kgco2e,separation__naturalgas_nm3,separation__wastewater_l,separation__liquidfuel_l,separation__fluorine_g,separation__so2_g,final_casting__electricity_kwh,final_casting__carbon_kgco2e,final_casting__naturalgas_nm3,final_casting__wastewater_l,final_casting__liquidfuel_l,final_casting__fluorine_g,final_casting__so2_g,total__electricity_kwh,total__carbon_kgco2e,total__naturalgas_nm3,total__wastewater_l,total__liquidfuel_l,total__fluorine_g,total__so2_g,prep_of_mining__electricity_kwh,prep_of_mining__carbon_kgco2e,prep_of_mining__naturalgas_nm3,prep_of_mining__wastewater_l,prep_of_mining__liquidfuel_l,prep_of_mining__fluorine_g,prep_of_mining__so2_g,actual_mining__electricity_kwh,actual_mining__carbon_kgco2e,actual_mining__naturalgas_nm3,actual_mining__wastewater_l,actual_mining__liquidfuel_l,actual_mining__fluorine_g,actual_mining__so2_g,grinding__electricity_kwh,grinding__carbon_kgco2e,grinding__naturalgas_nm3,grinding__wastewater_l,grinding__liquidfuel_l,grinding__fluorine_g,grinding__so2_g,pressure_digestion__electricity_kwh,pressure_digestion__carbon_kgco2e,pressure_digestion__naturalgas_nm3,pressure_digestion__wastewater_l,pressure_digestion__liquidfuel_l,pressure_digestion__fluorine_g,pressure_digestion__so2_g,clarification__electricity_kwh,clarification__carbon_kgco2e,clarification__naturalgas_nm3,clarification__wastewater_l,clarification__liquidfuel_l,clarification__fluorine_g,clarification__so2_g,precipitation__electricity_kwh,precipitation__carbon_kgco2e,precipitation__naturalgas_nm3,precipitation__wastewater_l,precipitation__liquidfuel_l,precipitation__fluorine_g,precipitation__so2_g,seed_separation__electricity_kwh,seed_separation__carbon_kgco2e,seed_separation__naturalgas_nm3,seed_separation__wastewater_l,seed_separation__liquidfuel_l,seed_separation__fluorine_g,seed_separation__so2_g,washing_filtering_1__electricity_kwh,washing_filtering_1__carbon_kgco2e,washing_filtering_1__naturalgas_nm3,washing_filtering_1__wastewater_l,washing_filtering_1__liquidfuel_l,washing_filtering_1__fluorine_g,washing_filtering_1__so2_g,washing_filtering_2__electricity_kwh,washing_filtering_2__carbon_kgco2e,washing_filtering_2__naturalgas_nm3,washing_filtering_2__wastewater_l,washing_filtering_2__liquidfuel_l,washing_filtering_2__fluorine_g,washing_filtering_2__so2_g,calcination__electricity_kwh,calcination__carbon_kgco2e,calcination__naturalgas_nm3,calcination__wastewater_l,calcination__liquidfuel_l,calcination__fluorine_g,calcination__so2_g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.082,0.997,0.02238,0.0064174,0.0,0.527091,0.011556,0.0,0.022751,2.1768756,0.7853102000000001,0.640952,0.177976,0.112987,0.0,0.631068,0.115994,0.0359086,0.062081,1.057745,0.021565,0.0,0.056334,0.2122972,0.0642868,0.020497,0.109966,0.055879,0.0,0.112467,2.5275468,0.8919230000000001,0.72353,1.872778,0.201987,0.0,0.82262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.174,0.996,0.0255728,0.006535,0.0,0.57376,0.011236,0.0,0.023252,3.0104308,0.7566670000000001,0.596642,0.269572,0.107339,0.0,0.606499,0.1357624,0.0408052,0.057054,1.161253,0.02244,0.0,0.055551,0.2325556,0.0784638,0.023678,0.118701,0.052108,0.0,0.121521,3.4043216000000003,0.882471,0.677374,2.123286,0.193123,0.0,0.806823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.051,0.876,0.0251564,0.007105,0.0,0.626201,0.013336,0.0,0.0219,2.5364808,0.853074,0.695128,0.208673,0.12472,0.0,0.611876,0.1596088,0.0483242,0.063389,1.122828,0.026591,0.0,0.059674,0.238388,0.081993,0.023834,0.133635,0.064341,0.0,0.126298,2.9596340000000003,0.9904962,0.782351,2.091337,0.228988,0.0,0.819748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.139,0.937,0.023632,0.0071088,0.0,0.623466,0.012874,0.0,0.022837,3.0446396,0.8481778000000001,0.566864,0.285126,0.120962,0.0,0.572842,0.155572,0.0437012,0.059922,1.199132,0.026242,0.0,0.065073,0.225154,0.0735484,0.02875,0.128125,0.061309,0.0,0.116206,3.4489976,0.9725362,0.655536,2.235849,0.221387,0.0,0.776958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.109,0.998,0.021972,0.0063886,0.0,0.574491,0.011799,0.0,0.020383,2.7744448,0.8239312000000001,0.586483,0.198044,0.119392,0.0,0.604385,0.1374588,0.0402196,0.052786,1.037756,0.021319,0.0,0.05638,0.2191524,0.0674042,0.02203,0.111729,0.055634,0.0,0.112882,3.1530280000000004,0.9379436,0.661299,1.92202,0.208144,0.0,0.79403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.15,0.891,0.0259252,0.0068774,0.0,0.645464,0.013563,0.0,0.025759,2.9007064,1.0169416,0.702448,0.272429,0.149481,0.0,0.644381,0.1625632,0.0476662,0.074949,1.36289,0.023643,0.0,0.061959,0.3017268,0.0812122,0.027143,0.137921,0.066912,0.0,0.132504,3.3909216000000004,1.1526974,0.80454,2.418704,0.253599,0.0,0.864603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.027,0.857,0.0231772,0.0077468,0.0,0.63273,0.013496,0.0,0.026035,3.083734,0.8294800000000001,0.59478,0.255759,0.117914,0.0,0.670349,0.1572792,0.0491444,0.060015,1.113347,0.025336,0.0,0.060618,0.2493739999999999,0.076036,0.024951,0.130028,0.063484,0.0,0.139651,3.5135644,0.9624072,0.679746,2.131864,0.22023,0.0,0.896653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.229,0.991,0.0251504,0.007043,0.0,0.591394,0.013025,0.0,0.026336,2.9211328000000005,0.9564970000000002,0.712153,0.232526,0.13911,0.0,0.573654,0.1550744,0.0507984,0.061497,1.32413,0.024569,0.0,0.059738,0.2438876,0.0764324,0.026865,0.134976,0.061053,0.0,0.130903,3.3452452000000004,1.0907708,0.800515,2.283026,0.237757,0.0,0.790631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.327,0.998,0.0292936,0.0078194,0.0,0.719511,0.012453,0.0,0.025465,3.3229016,0.8903570000000001,0.615267,0.280816,0.155224,0.0,0.709547,0.1592008,0.048974,0.065488,1.297588,0.024673,0.0,0.066324,0.281432,0.0807322,0.026356,0.121598,0.059595,0.0,0.130173,3.792828,1.0278826,0.707111,2.419513,0.251945,0.0,0.931509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.041,0.935,0.0234496,0.0064792,0.0,0.613239,0.009297,0.0,0.021007,2.7316928000000003,0.6991696000000001,0.436622,0.229633,0.118633,0.0,0.681598,0.1437736,0.0403328,0.053983,1.110801,0.022284,0.0,0.055997,0.2331688,0.0706166,0.023161,0.111846,0.058851,0.0,0.100484,3.1320848000000003,0.8165982,0.513766,2.065519,0.209065,0.0,0.859086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.179,0.95,0.023256,0.0079926,0.0,0.641598,0.013169,0.0,0.026231,3.0716132000000003,0.6326704000000001,0.678033,0.268218,0.118932,0.0,0.666306,0.1478024,0.0419996,0.058296,1.294599,0.02579,0.0,0.05997,0.2684804,0.0760822,0.023791,0.129277,0.065634,0.0,0.118853,3.511152,0.7587448000000001,0.76012,2.333692,0.223525,0.0,0.87136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.247,0.898,0.0280292,0.008769,0.0,0.729582,0.013375,0.0,0.028379,3.37872,0.9356404,0.728877,0.302297,0.149056,0.0,0.660155,0.1781908,0.0512352,0.066561,1.369487,0.028132,0.0,0.060287,0.297688,0.087566,0.028017,0.14697,0.072678,0.0,0.142267,3.882628,1.0832106,0.823455,2.548336,0.263241,0.0,0.891088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.303,0.866,0.0312984,0.0098946,0.0,0.768126,0.016278,0.0,0.03059,3.4558248000000003,1.2595266,0.848808,0.320256,0.144675,0.0,0.911875,0.2029064,0.0584106,0.077858,1.650791,0.032195,0.0,0.077076,0.3163416,0.0911476,0.033222,0.156184,0.089614,0.0,0.159833,4.0063712,1.4189794,0.959888,2.895357,0.282762,0.0,1.179374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.178,0.951,0.0272016,0.0071702,0.0,0.63215,0.012573,0.0,0.027446,3.2679832,0.9071546,0.529227,0.271789,0.12669,0.0,0.650284,0.1544708,0.0452826,0.065186,1.449171,0.024903,0.0,0.072339,0.261274,0.0774558,0.027063,0.127807,0.065109,0.0,0.126508,3.7109296,1.0370632000000002,0.621476,2.480917,0.229275,0.0,0.876577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.217,0.97,0.0285556,0.0076964,0.0,0.608198,0.012623,0.0,0.025667,3.2758688,0.8696094000000001,0.564174,0.25663,0.136594,0.0,0.562019,0.1361228,0.0445062,0.068909,1.186635,0.024684,0.0,0.062688,0.254644,0.0774672,0.026703,0.126415,0.056748,0.0,0.130296,3.6951912,0.9992792,0.659786,2.177878,0.230649,0.0,0.78067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.217,0.919,0.0271515999999999,0.0074275999999999,0.0,0.759256,0.014399,0.0,0.02732,2.5748588000000003,0.9851396,0.755968,0.251358,0.145331,0.0,0.728767,0.1518316,0.0505952,0.063137,1.245532,0.026711,0.0,0.069194,0.2589672,0.0801246,0.027388,0.146859,0.073329,0.0,0.14964,3.0128092,1.123287,0.846493,2.403005,0.25977,0.0,0.974921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.266,0.924,0.030798,0.0082958,0.0,0.699519,0.015128,0.0,0.029409,3.5107032,1.1580582,0.641853,0.274241,0.130606,0.0,0.858386,0.1773312,0.0538528,0.068142,1.528138,0.026913,0.0,0.068182,0.2788124,0.0880432,0.030754,0.132406,0.067683,0.0,0.141456,3.9976448,1.30825,0.740749,2.634304,0.24033,0.0,1.097433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.061,0.951,0.0221164,0.0064449999999999,0.0,0.553052,0.011892,0.0,0.023191,3.0819964,0.8852892000000001,0.648858,0.211302,0.125764,0.0,0.565955,0.1520196,0.0393914,0.057298,1.157378,0.022579,0.0,0.062731,0.243812,0.0639742,0.021795,0.121,0.054031,0.0,0.107161,3.4999444,0.9950998,0.727951,2.042732,0.214266,0.0,0.759038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.335,0.992,0.023744,0.0072364,0.0,0.702589,0.013642,0.0,0.027724,3.2209784,1.0837188,0.68562,0.274717,0.157401,0.0,0.693297,0.1647316,0.052632,0.0723,1.262899,0.025636,0.0,0.068099,0.301324,0.0843324,0.027031,0.140532,0.061978,0.0,0.140196,3.710778,1.2279196,0.784951,2.380737,0.258657,0.0,0.929316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.189,0.906,0.0271084,0.0077344,0.0,0.68262,0.012516,0.0,0.028178,3.7727552000000006,0.8391624000000001,0.614583,0.287941,0.163566,0.0,0.69375,0.1592432,0.0429222,0.064328,1.433156,0.027032,0.0,0.06774,0.2656412,0.0741478,0.025264,0.134265,0.066771,0.0,0.141958,4.224748000000001,0.9639668,0.704175,2.537982,0.269885,0.0,0.931626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.379,0.88,0.0345196,0.0104034,0.0,0.87495,0.016049,0.0,0.031013,4.8302908,1.126796,0.730522,0.328107,0.181923,0.0,0.824905,0.2074604,0.0593938,0.076516,1.562415,0.034305,0.0,0.079833,0.342108,0.0951176,0.035168,0.157914,0.078411,0.0,0.150748,5.414378800000001,1.2917108000000002,0.842206,2.923386,0.310688,0.0,1.086499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.2,0.913,0.0272508,0.0082234,0.0,0.682178,0.012761,0.0,0.025724,3.0541844000000005,1.0584792,0.680222,0.275875,0.159365,0.0,0.604301,0.1568992,0.049381,0.062168,1.457634,0.026071,0.0,0.068903,0.3014892,0.0842214,0.029249,0.137934,0.066695,0.0,0.13925,3.5398236,1.2003050000000002,0.771639,2.553621,0.264892,0.0,0.838178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.098,0.956,0.0226652,0.0074904,0.0,0.649396,0.013527,0.0,0.02055,3.1538736000000003,0.7685172,0.622747,0.210914,0.121256,0.0,0.628548,0.129572,0.0439612,0.060366,1.115683,0.02626,0.0,0.056703,0.2308044,0.07367,0.021837,0.107753,0.060211,0.0,0.1366,3.5369152,0.8936388000000002,0.70495,2.083746,0.221254,0.0,0.842401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.084,0.993,0.0230824,0.0069526,0.0,0.552499,0.010367,0.0,0.023047,2.4730988000000003,0.6931618,0.59471,0.254146,0.096528,0.0,0.558765,0.1375472,0.0399514,0.056573,1.11638,0.023488,0.0,0.053607,0.1924656,0.0672616,0.021212,0.103521,0.052637,0.0,0.12067,2.826194,0.8073274,0.672495,2.026546,0.18302,0.0,0.756089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.247,0.938,0.0281092,0.0079834,0.0,0.675504,0.014202,0.0,0.027491,3.3657568,0.98777,0.561601,0.288844,0.148247,0.0,0.689655,0.1467164,0.0565104,0.064136,1.333213,0.026805,0.0,0.068513,0.2724356,0.0808486,0.026967,0.140625,0.069214,0.0,0.149321,3.813018000000001,1.1331124,0.652704,2.438186,0.258468,0.0,0.93498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.287,0.923,0.0273912,0.008227,0.0,0.723199,0.015324,0.0,0.029034,3.3854376000000004,1.0326046,0.795667,0.288738,0.146586,0.0,0.734875,0.19844,0.0547084,0.071867,1.53697,0.030741,0.0,0.07241,0.309226,0.086379,0.027066,0.144325,0.069947,0.0,0.152684,3.9204948,1.1819190000000002,0.8946,2.693232,0.262598,0.0,0.989003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.387,0.967,0.029894,0.0079808,0.0,0.736882,0.014369,0.0,0.026494,4.3815964,1.1817970000000002,0.71655,0.347901,0.133882,0.0,0.708707,0.1911944,0.0549382,0.079564,1.483777,0.02556,0.0,0.074012,0.2835948,0.0829224,0.031502,0.155545,0.068753,0.0,0.152375,4.886279600000001,1.3276384,0.827616,2.724105,0.242564,0.0,0.961588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.137,0.918,0.0233964,0.0077298,0.0,0.583872,0.012985,0.0,0.02269,2.6932164000000003,0.8494002,0.565417,0.307464,0.125292,0.0,0.654212,0.1253956,0.043468,0.070333,1.374588,0.02523,0.0,0.062383,0.2719048,0.078103,0.027271,0.121141,0.064056,0.0,0.121752,3.1139132000000003,0.978701,0.663021,2.387065,0.227563,0.0,0.861037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.083,0.99,0.0199252,0.0070776,0.0,0.560352,0.010213,0.0,0.021745,2.3567932,0.8869544,0.64349,0.236621,0.101871,0.0,0.470977,0.1375135999999999,0.0404554,0.053933,1.139122,0.021268,0.0,0.063057,0.2437948,0.0660712,0.021267,0.109521,0.052798,0.0,0.10248,2.7580268,1.0005586,0.71869,2.045616,0.18615,0.0,0.658259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.368,0.959,0.0268735999999999,0.0088456,0.0,0.736894,0.014928,0.0,0.031173,4.0060536,1.1549956,0.722613,0.277953,0.150685,0.0,0.718364,0.1929276,0.0522564,0.076163,1.484434,0.028857,0.0,0.070669,0.3142392,0.0787264,0.029551,0.147297,0.064431,0.0,0.15276,4.540094,1.2948240000000002,0.828327,2.646578,0.258901,0.0,0.972966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.354,0.935,0.0287768,0.0092522,0.0,0.693337,0.013506,0.0,0.027595,3.3301404,1.0914056,0.596182,0.253009,0.130641,0.0,0.851065,0.1836228,0.0547928,0.076855,1.68823,0.027555,0.0,0.075048,0.3171696,0.0942188,0.031907,0.150835,0.074675,0.0,0.157421,3.8597096,1.2496694000000002,0.704944,2.785411,0.246377,0.0,1.111129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.264,0.864,0.0301252,0.0092422,0.0,0.799608,0.015087,0.0,0.032023,3.1637352,1.1601024000000002,0.800926,0.344692,0.155508,0.0,0.91639,0.1966164,0.0574924,0.076814,1.633451,0.029022,0.0,0.07596,0.2988068,0.1016142,0.030155,0.146416,0.083258,0.0,0.146449,3.6892836,1.3284512,0.907895,2.924167,0.282875,0.0,1.170822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.348,0.905,0.0309744,0.009167,0.0,0.87986,0.017263,0.0,0.030681,3.5628880000000005,0.9295904,0.692343,0.293909,0.14945,0.0,0.663846,0.2094548,0.0614624,0.068796,1.729705,0.029893,0.0,0.085556,0.3035196,0.09753,0.034818,0.154283,0.078818,0.0,0.153657,4.1068368,1.0977498,0.795957,3.057757,0.275424,0.0,0.93374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.394,0.909,0.0305248,0.0094638,0.0,0.809477,0.017517,0.0,0.029587,3.7132824,1.3742492000000002,0.848125,0.336987,0.140626,0.0,0.879373,0.194664,0.0571762,0.071913,1.508659,0.036716,0.0,0.072049,0.3176004,0.0906042,0.031145,0.150624,0.085627,0.0,0.169176,4.2560716,1.5314934,0.951183,2.805747,0.280486,0.0,1.150185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.078,0.968,0.0221028,0.006564,0.0,0.547102,0.012005,0.0,0.022444,2.9913036,0.830543,0.450046,0.202018,0.117594,0.0,0.547318,0.1375384,0.0421808,0.058517,1.045626,0.021135,0.0,0.058049,0.233076,0.0656882,0.022777,0.118819,0.054716,0.0,0.118789,3.3840208,0.944976,0.53134,1.913565,0.20545,0.0,0.7466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.047,0.987,0.0207276,0.0061506,0.0,0.51659,0.010701,0.0,0.019969,2.7973064,0.7718600000000001,0.517017,0.207268,0.087108,0.0,0.401736,0.129194,0.0383414,0.055116,1.058128,0.02155,0.0,0.052257,0.1997168,0.061243,0.021852,0.101577,0.051077,0.0,0.100443,3.1469448,0.877595,0.593985,1.883563,0.170436,0.0,0.574405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,recycle,na,na,recycle_b,,,,,,,,,,,,,,1.238,0.992,0.0244228,0.0085388,0.0,0.630878,0.012572,0.0,0.026282,3.0007844,0.7821874000000001,0.583895,0.257067,0.134148,0.0,0.567859,0.1551616,0.0416092,0.060041,1.311919,0.023987,0.0,0.062983,0.2332136,0.0716822,0.024886,0.118189,0.065964,0.0,0.128168,3.4135824,0.9040176,0.668822,2.318053,0.236671,0.0,0.785292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
